Team,League,Year,RS,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG
TOR,AL,1979,613,862,53,0.31,0.36,0.25,0,NaN,NaN,162,NaN,NaN
ATL,NL,1978,600,750,69,0.32,0.36,0.24,0,NaN,NaN,162,NaN,NaN
BAL,AL,1978,659,633,90,0.33,0.40,0.26,0,NaN,NaN,161,NaN,NaN
BOS,AL,1978,796,657,99,0.34,0.42,0.27,0,NaN,NaN,163,NaN,NaN
CAL,AL,1978,691,666,87,0.33,0.37,0.26,0,NaN,NaN,162,NaN,NaN
CHC,NL,1978,664,724,79,0.33,0.36,0.26,0,NaN,NaN,162,NaN,NaN
CHW,AL,1978,634,731,71,0.32,0.38,0.26,0,NaN,NaN,161,NaN,NaN
CIN,NL,1978,710,688,92,0.33,0.39,0.26,0,NaN,NaN,161,NaN,NaN
CLE,AL,1978,639,694,69,0.32,0.38,0.26,0,NaN,NaN,159,NaN,NaN
DET,AL,1978,714,653,86,0.34,0.39,0.27,0,NaN,NaN,162,NaN,NaN
HOU,NL,1978,605,634,74,0.31,0.35,0.26,0,NaN,NaN,162,NaN,NaN
KCR,AL,1978,743,634,92,0.33,0.40,0.27,1,3.00,3.00,162,NaN,NaN
LAD,NL,1978,727,573,95,0.34,0.40,0.26,1,2.00,2.00,162,NaN,NaN
MIL,AL,1978,804,650,93,0.34,0.43,0.28,0,NaN,NaN,162,NaN,NaN
MIN,AL,1978,666,678,73,0.34,0.38,0.27,0,NaN,NaN,162,NaN,NaN
MON,NL,1978,633,611,76,0.31,0.38,0.25,0,NaN,NaN,162,NaN,NaN
NYM,NL,1978,607,690,66,0.31,0.35,0.24,0,NaN,NaN,162,NaN,NaN
NYY,AL,1978,735,582,100,0.33,0.39,0.27,1,1.00,1.00,163,NaN,NaN
OAK,AL,1978,532,690,69,0.30,0.35,0.24,0,NaN,NaN,162,NaN,NaN
PHI,NL,1978,708,586,90,0.33,0.39,0.26,1,4.00,3.00,162,NaN,NaN
PIT,NL,1978,684,637,88,0.32,0.39,0.26,0,NaN,NaN,161,NaN,NaN
SDP,NL,1978,591,598,84,0.32,0.35,0.25,0,NaN,NaN,162,NaN,NaN
SEA,AL,1978,614,834,56,0.31,0.36,0.25,0,NaN,NaN,160,NaN,NaN
SFG,NL,1978,613,594,89,0.32,0.37,0.25,0,NaN,NaN,162,NaN,NaN
STL,NL,1978,600,657,69,0.30,0.36,0.25,0,NaN,NaN,162,NaN,NaN
TEX,AL,1978,692,632,87,0.33,0.38,0.25,0,NaN,NaN,162,NaN,NaN
TOR,AL,1978,590,775,59,0.31,0.36,0.25,0,NaN,NaN,161,NaN,NaN
ATL,NL,1977,678,895,61,0.32,0.38,0.25,0,NaN,NaN,162,NaN,NaN
BAL,AL,1977,719,653,97,0.33,0.39,0.26,0,NaN,NaN,161,NaN,NaN
BOS,AL,1977,859,712,97,0.34,0.47,0.28,0,NaN,NaN,161,NaN,NaN
CAL,AL,1977,675,695,74,0.32,0.39,0.26,0,NaN,NaN,162,NaN,NaN
CHC,NL,1977,692,739,81,0.33,0.39,0.27,0,NaN,NaN,162,NaN,NaN
CHW,AL,1977,844,771,90,0.34,0.44,0.28,0,NaN,NaN,162,NaN,NaN
CIN,NL,1977,802,725,88,0.34,0.44,0.27,0,NaN,NaN,162,NaN,NaN
CLE,AL,1977,676,739,71,0.33,0.38,0.27,0,NaN,NaN,161,NaN,NaN
DET,AL,1977,714,751,74,0.32,0.41,0.26,0,NaN,NaN,162,NaN,NaN
HOU,NL,1977,680,650,81,0.32,0.39,0.25,0,NaN,NaN,162,NaN,NaN
KCR,AL,1977,822,651,102,0.34,0.44,0.28,1,1.00,3.00,162,NaN,NaN
LAD,NL,1977,769,582,98,0.34,0.42,0.27,1,4.00,2.00,162,NaN,NaN
MIL,AL,1977,639,765,67,0.31,0.39,0.26,0,NaN,NaN,162,NaN,NaN
MIN,AL,1977,867,776,84,0.35,0.42,0.28,0,NaN,NaN,161,NaN,NaN
MON,NL,1977,665,736,75,0.32,0.40,0.26,0,NaN,NaN,162,NaN,NaN
NYM,NL,1977,587,663,64,0.31,0.35,0.24,0,NaN,NaN,162,NaN,NaN
NYY,AL,1977,831,651,100,0.34,0.44,0.28,1,3.00,1.00,162,NaN,NaN
OAK,AL,1977,605,749,63,0.31,0.35,0.24,0,NaN,NaN,161,NaN,NaN
PHI,NL,1977,847,668,101,0.35,0.45,0.28,1,2.00,3.00,162,NaN,NaN
PIT,NL,1977,734,665,96,0.33,0.41,0.27,0,NaN,NaN,162,NaN,NaN
SDP,NL,1977,692,834,69,0.32,0.38,0.25,0,NaN,NaN,162,NaN,NaN
SEA,AL,1977,624,855,64,0.31,0.38,0.26,0,NaN,NaN,162,NaN,NaN
SFG,NL,1977,673,711,75,0.32,0.38,0.25,0,NaN,NaN,162,NaN,NaN
STL,NL,1977,737,688,83,0.33,0.39,0.27,0,NaN,NaN,162,NaN,NaN
TEX,AL,1977,767,657,94,0.34,0.41,0.27,0,NaN,NaN,162,NaN,NaN
TOR,AL,1977,605,822,54,0.32,0.36,0.25,0,NaN,NaN,161,NaN,NaN
ATL,NL,1976,620,700,70,0.32,0.33,0.24,0,NaN,NaN,162,NaN,NaN
BAL,AL,1976,619,598,88,0.31,0.36,0.24,0,NaN,NaN,162,NaN,NaN
BOS,AL,1976,716,660,83,0.32,0.40,0.26,0,NaN,NaN,162,NaN,NaN
CAL,AL,1976,550,631,76,0.31,0.32,0.23,0,NaN,NaN,162,NaN,NaN
CHC,NL,1976,611,728,75,0.31,0.36,0.25,0,NaN,NaN,162,NaN,NaN
CHW,AL,1976,586,745,64,0.31,0.35,0.26,0,NaN,NaN,161,NaN,NaN
CIN,NL,1976,857,633,102,0.36,0.42,0.28,1,1.00,1.00,162,NaN,NaN
CLE,AL,1976,615,615,81,0.32,0.36,0.26,0,NaN,NaN,159,NaN,NaN
DET,AL,1976,609,709,74,0.32,0.36,0.26,0,NaN,NaN,161,NaN,NaN
HOU,NL,1976,625,657,80,0.32,0.35,0.26,0,NaN,NaN,162,NaN,NaN
KCR,AL,1976,713,611,90,0.33,0.37,0.27,1,4.00,3.00,162,NaN,NaN
LAD,NL,1976,608,543,92,0.31,0.35,0.25,0,NaN,NaN,162,NaN,NaN
MIL,AL,1976,570,655,66,0.31,0.34,0.25,0,NaN,NaN,161,NaN,NaN
MIN,AL,1976,743,704,85,0.34,0.38,0.27,0,NaN,NaN,162,NaN,NaN
MON,NL,1976,531,734,55,0.29,0.34,0.23,0,NaN,NaN,162,NaN,NaN
NYM,NL,1976,615,538,86,0.32,0.35,0.25,0,NaN,NaN,162,NaN,NaN
NYY,AL,1976,730,575,97,0.33,0.39,0.27,1,3.00,2.00,159,NaN,NaN
OAK,AL,1976,686,598,87,0.32,0.36,0.25,0,NaN,NaN,161,NaN,NaN
PHI,NL,1976,770,557,101,0.34,0.40,0.27,1,2.00,3.00,162,NaN,NaN
PIT,NL,1976,708,630,92,0.32,0.39,0.27,0,NaN,NaN,162,NaN,NaN
SDP,NL,1976,570,662,73,0.31,0.34,0.25,0,NaN,NaN,162,NaN,NaN
SFG,NL,1976,595,686,74,0.31,0.34,0.25,0,NaN,NaN,162,NaN,NaN
STL,NL,1976,629,671,72,0.32,0.36,0.26,0,NaN,NaN,162,NaN,NaN
TEX,AL,1976,616,652,76,0.32,0.34,0.25,0,NaN,NaN,162,NaN,NaN
ATL,NL,1975,583,739,67,0.31,0.35,0.24,0,NaN,NaN,161,NaN,NaN
BAL,AL,1975,682,553,90,0.33,0.37,0.25,0,NaN,NaN,159,NaN,NaN
BOS,AL,1975,796,709,95,0.34,0.42,0.28,1,3.00,2.00,160,NaN,NaN
CAL,AL,1975,628,723,72,0.32,0.33,0.25,0,NaN,NaN,161,NaN,NaN
CHC,NL,1975,712,827,75,0.34,0.37,0.26,0,NaN,NaN,162,NaN,NaN
CHW,AL,1975,655,703,75,0.33,0.36,0.26,0,NaN,NaN,161,NaN,NaN
CIN,NL,1975,840,586,108,0.35,0.40,0.27,1,1.00,1.00,162,NaN,NaN
CLE,AL,1975,688,703,79,0.33,0.39,0.26,0,NaN,NaN,159,NaN,NaN
DET,AL,1975,570,786,57,0.30,0.37,0.25,0,NaN,NaN,159,NaN,NaN
HOU,NL,1975,664,711,64,0.32,0.36,0.25,0,NaN,NaN,162,NaN,NaN
KCR,AL,1975,710,649,91,0.33,0.39,0.26,0,NaN,NaN,162,NaN,NaN
LAD,NL,1975,648,534,88,0.33,0.36,0.25,0,NaN,NaN,162,NaN,NaN
MIL,AL,1975,675,792,68,0.32,0.39,0.25,0,NaN,NaN,162,NaN,NaN
MIN,AL,1975,724,736,76,0.34,0.39,0.27,0,NaN,NaN,159,NaN,NaN
MON,NL,1975,601,690,75,0.32,0.35,0.24,0,NaN,NaN,162,NaN,NaN
NYM,NL,1975,646,625,82,0.32,0.36,0.26,0,NaN,NaN,162,NaN,NaN
NYY,AL,1975,681,588,83,0.33,0.38,0.26,0,NaN,NaN,160,NaN,NaN
OAK,AL,1975,758,606,98,0.33,0.39,0.25,1,2.00,3.00,162,NaN,NaN
PHI,NL,1975,735,694,86,0.34,0.40,0.27,0,NaN,NaN,162,NaN,NaN
PIT,NL,1975,712,565,92,0.32,0.40,0.26,1,4.00,3.00,161,NaN,NaN
SDP,NL,1975,552,683,71,0.31,0.34,0.24,0,NaN,NaN,162,NaN,NaN
SFG,NL,1975,659,671,80,0.33,0.36,0.26,0,NaN,NaN,161,NaN,NaN
STL,NL,1975,662,689,82,0.33,0.38,0.27,0,NaN,NaN,163,NaN,NaN
TEX,AL,1975,714,733,79,0.33,0.37,0.26,0,NaN,NaN,162,NaN,NaN
ATL,NL,1974,661,563,88,0.32,0.36,0.25,0,NaN,NaN,163,NaN,NaN
BAL,AL,1974,659,612,91,0.32,0.37,0.26,1,2.00,3.00,162,NaN,NaN
BOS,AL,1974,696,661,84,0.33,0.38,0.26,0,NaN,NaN,162,NaN,NaN
CAL,AL,1974,618,657,68,0.32,0.36,0.25,0,NaN,NaN,163,NaN,NaN
CHC,NL,1974,669,826,66,0.33,0.36,0.25,0,NaN,NaN,162,NaN,NaN
CHW,AL,1974,684,721,80,0.33,0.39,0.27,0,NaN,NaN,163,NaN,NaN
CIN,NL,1974,776,631,98,0.34,0.39,0.26,0,NaN,NaN,163,NaN,NaN
CLE,AL,1974,662,694,77,0.31,0.37,0.26,0,NaN,NaN,162,NaN,NaN
DET,AL,1974,620,768,72,0.30,0.37,0.25,0,NaN,NaN,162,NaN,NaN
HOU,NL,1974,653,632,81,0.32,0.38,0.26,0,NaN,NaN,162,NaN,NaN
KCR,AL,1974,667,662,77,0.33,0.36,0.26,0,NaN,NaN,162,NaN,NaN
LAD,NL,1974,798,561,102,0.34,0.40,0.27,1,1.00,2.00,162,NaN,NaN
MIL,AL,1974,647,660,76,0.31,0.37,0.24,0,NaN,NaN,162,NaN,NaN
MIN,AL,1974,673,669,82,0.34,0.38,0.27,0,NaN,NaN,163,NaN,NaN
MON,NL,1974,662,657,79,0.34,0.35,0.25,0,NaN,NaN,161,NaN,NaN
NYM,NL,1974,572,646,71,0.31,0.33,0.23,0,NaN,NaN,162,NaN,NaN
NYY,AL,1974,671,623,89,0.32,0.37,0.26,0,NaN,NaN,162,NaN,NaN
OAK,AL,1974,689,551,90,0.32,0.37,0.25,1,3.00,1.00,162,NaN,NaN
PHI,NL,1974,676,701,80,0.32,0.37,0.26,0,NaN,NaN,162,NaN,NaN
PIT,NL,1974,751,657,88,0.34,0.39,0.27,1,4.00,3.00,162,NaN,NaN
SDP,NL,1974,541,830,60,0.30,0.33,0.23,0,NaN,NaN,162,NaN,NaN
SFG,NL,1974,634,723,72,0.32,0.36,0.25,0,NaN,NaN,162,NaN,NaN
STL,NL,1974,677,643,86,0.33,0.36,0.27,0,NaN,NaN,161,NaN,NaN
TEX,AL,1974,690,698,83,0.34,0.38,0.27,0,NaN,NaN,161,NaN,NaN
ATL,NL,1973,799,774,76,0.34,0.43,0.27,0,NaN,NaN,162,NaN,NaN
BAL,AL,1973,754,561,97,0.34,0.39,0.27,1,2.00,3.00,162,NaN,NaN
BOS,AL,1973,738,647,89,0.34,0.40,0.27,0,NaN,NaN,162,NaN,NaN
CAL,AL,1973,629,657,79,0.32,0.35,0.25,0,NaN,NaN,162,NaN,NaN
CHC,NL,1973,614,655,77,0.32,0.36,0.25,0,NaN,NaN,161,NaN,NaN
CHW,AL,1973,652,705,77,0.32,0.37,0.26,0,NaN,NaN,162,NaN,NaN
CIN,NL,1973,741,621,99,0.33,0.38,0.25,1,1.00,3.00,162,NaN,NaN
CLE,AL,1973,680,826,71,0.32,0.39,0.26,0,NaN,NaN,162,NaN,NaN
DET,AL,1973,642,674,85,0.32,0.39,0.25,0,NaN,NaN,162,NaN,NaN
HOU,NL,1973,681,672,82,0.31,0.38,0.25,0,NaN,NaN,162,NaN,NaN
KCR,AL,1973,755,752,88,0.34,0.38,0.26,0,NaN,NaN,162,NaN,NaN
LAD,NL,1973,675,565,95,0.32,0.37,0.26,0,NaN,NaN,162,NaN,NaN
MIL,AL,1973,708,731,74,0.33,0.39,0.25,0,NaN,NaN,162,NaN,NaN
MIN,AL,1973,738,692,81,0.34,0.39,0.27,0,NaN,NaN,162,NaN,NaN
MON,NL,1973,668,702,79,0.34,0.36,0.25,0,NaN,NaN,162,NaN,NaN
NYM,NL,1973,608,588,82,0.32,0.34,0.25,1,4.00,2.00,161,NaN,NaN
NYY,AL,1973,641,610,80,0.32,0.38,0.26,0,NaN,NaN,162,NaN,NaN
OAK,AL,1973,758,615,94,0.33,0.39,0.26,1,3.00,1.00,162,NaN,NaN
PHI,NL,1973,642,717,71,0.31,0.37,0.25,0,NaN,NaN,162,NaN,NaN
PIT,NL,1973,704,693,80,0.32,0.41,0.26,0,NaN,NaN,162,NaN,NaN
SDP,NL,1973,548,770,60,0.30,0.35,0.24,0,NaN,NaN,162,NaN,NaN
SFG,NL,1973,739,702,88,0.34,0.41,0.26,0,NaN,NaN,162,NaN,NaN
STL,NL,1973,643,603,81,0.33,0.36,0.26,0,NaN,NaN,162,NaN,NaN
TEX,AL,1973,619,844,57,0.32,0.36,0.26,0,NaN,NaN,162,NaN,NaN
ATL,NL,1971,643,699,82,0.31,0.39,0.26,0,NaN,NaN,162,NaN,NaN
BAL,AL,1971,742,530,101,0.35,0.40,0.26,1,1.00,2.00,158,NaN,NaN
BOS,AL,1971,691,667,85,0.32,0.40,0.25,0,NaN,NaN,162,NaN,NaN
CAL,AL,1971,511,576,76,0.29,0.33,0.23,0,NaN,NaN,162,NaN,NaN
CHC,NL,1971,637,648,83,0.33,0.38,0.26,0,NaN,NaN,162,NaN,NaN
CHW,AL,1971,617,597,79,0.33,0.37,0.25,0,NaN,NaN,162,NaN,NaN
CIN,NL,1971,586,581,79,0.30,0.37,0.24,0,NaN,NaN,162,NaN,NaN
CLE,AL,1971,543,747,60,0.30,0.34,0.24,0,NaN,NaN,162,NaN,NaN
DET,AL,1971,701,645,91,0.33,0.41,0.25,0,NaN,NaN,162,NaN,NaN
HOU,NL,1971,585,567,79,0.30,0.34,0.24,0,NaN,NaN,162,NaN,NaN
KCR,AL,1971,603,566,85,0.31,0.35,0.25,0,NaN,NaN,161,NaN,NaN
LAD,NL,1971,663,587,89,0.33,0.37,0.27,0,NaN,NaN,162,NaN,NaN
MIL,AL,1971,534,609,69,0.30,0.33,0.23,0,NaN,NaN,161,NaN,NaN
MIN,AL,1971,654,670,74,0.32,0.37,0.26,0,NaN,NaN,160,NaN,NaN
MON,NL,1971,622,729,71,0.32,0.34,0.25,0,NaN,NaN,162,NaN,NaN
NYM,NL,1971,588,550,83,0.32,0.35,0.25,0,NaN,NaN,162,NaN,NaN
NYY,AL,1971,648,641,81,0.33,0.36,0.25,0,NaN,NaN,162,NaN,NaN
OAK,AL,1971,691,564,101,0.32,0.38,0.25,1,1.00,3.00,161,NaN,NaN
PHI,NL,1971,558,688,67,0.30,0.35,0.23,0,NaN,NaN,162,NaN,NaN
PIT,NL,1971,788,599,97,0.33,0.42,0.27,1,2.00,1.00,162,NaN,NaN
SDP,NL,1971,486,610,61,0.29,0.33,0.23,0,NaN,NaN,161,NaN,NaN
SFG,NL,1971,706,644,90,0.33,0.38,0.25,1,3.00,3.00,162,NaN,NaN
STL,NL,1971,739,699,90,0.34,0.39,0.28,0,NaN,NaN,163,NaN,NaN
WSA,AL,1971,537,660,63,0.31,0.33,0.23,0,NaN,NaN,159,NaN,NaN
ATL,NL,1970,736,772,76,0.33,0.40,0.27,0,NaN,NaN,162,NaN,NaN
BAL,AL,1970,792,574,108,0.34,0.40,0.26,1,1.00,1.00,162,NaN,NaN
BOS,AL,1970,786,722,87,0.34,0.43,0.26,0,NaN,NaN,162,NaN,NaN
CAL,AL,1970,631,630,86,0.31,0.36,0.25,0,NaN,NaN,162,NaN,NaN
CHC,NL,1970,806,679,84,0.33,0.41,0.26,0,NaN,NaN,162,NaN,NaN
CHW,AL,1970,633,822,56,0.32,0.36,0.25,0,NaN,NaN,162,NaN,NaN
CIN,NL,1970,775,681,102,0.34,0.44,0.27,1,2.00,2.00,162,NaN,NaN
CLE,AL,1970,649,675,76,0.31,0.39,0.25,0,NaN,NaN,162,NaN,NaN
DET,AL,1970,666,731,79,0.32,0.37,0.24,0,NaN,NaN,162,NaN,NaN
HOU,NL,1970,744,763,79,0.33,0.39,0.26,0,NaN,NaN,162,NaN,NaN
KCR,AL,1970,611,705,65,0.31,0.35,0.24,0,NaN,NaN,162,NaN,NaN
LAD,NL,1970,749,684,87,0.33,0.38,0.27,0,NaN,NaN,161,NaN,NaN
MIL,AL,1970,613,751,65,0.32,0.36,0.24,0,NaN,NaN,163,NaN,NaN
MIN,AL,1970,744,605,98,0.33,0.40,0.26,1,3.00,3.00,162,NaN,NaN
MON,NL,1970,687,807,73,0.32,0.36,0.24,0,NaN,NaN,162,NaN,NaN
NYM,NL,1970,695,630,83,0.33,0.37,0.25,0,NaN,NaN,162,NaN,NaN
NYY,AL,1970,680,612,93,0.32,0.36,0.25,0,NaN,NaN,163,NaN,NaN
OAK,AL,1970,678,593,89,0.33,0.39,0.25,0,NaN,NaN,162,NaN,NaN
PHI,NL,1970,594,730,73,0.30,0.36,0.24,0,NaN,NaN,161,NaN,NaN
PIT,NL,1970,729,664,89,0.33,0.41,0.27,1,4.00,3.00,162,NaN,NaN
SDP,NL,1970,681,788,63,0.31,0.39,0.25,0,NaN,NaN,162,NaN,NaN
SFG,NL,1970,831,826,86,0.35,0.41,0.26,0,NaN,NaN,162,NaN,NaN
STL,NL,1970,744,747,76,0.33,0.38,0.26,0,NaN,NaN,162,NaN,NaN
WSA,AL,1970,626,689,70,0.32,0.36,0.24,0,NaN,NaN,162,NaN,NaN
ATL,NL,1969,691,631,93,0.32,0.38,0.26,1,4.00,3.00,162,NaN,NaN
BAL,AL,1969,779,517,109,0.34,0.41,0.27,1,1.00,2.00,162,NaN,NaN
BOS,AL,1969,743,736,87,0.33,0.41,0.25,0,NaN,NaN,162,NaN,NaN
CAL,AL,1969,528,652,71,0.30,0.32,0.23,0,NaN,NaN,163,NaN,NaN
CHC,NL,1969,720,611,92,0.32,0.38,0.25,0,NaN,NaN,163,NaN,NaN
CHW,AL,1969,625,723,68,0.32,0.36,0.25,0,NaN,NaN,162,NaN,NaN
CIN,NL,1969,798,768,89,0.34,0.42,0.28,0,NaN,NaN,163,NaN,NaN
CLE,AL,1969,573,717,62,0.31,0.34,0.24,0,NaN,NaN,161,NaN,NaN
DET,AL,1969,701,601,90,0.32,0.39,0.24,0,NaN,NaN,162,NaN,NaN
HOU,NL,1969,676,668,81,0.33,0.35,0.24,0,NaN,NaN,162,NaN,NaN
KCR,AL,1969,586,688,69,0.31,0.34,0.24,0,NaN,NaN,163,NaN,NaN
LAD,NL,1969,645,561,85,0.32,0.36,0.25,0,NaN,NaN,162,NaN,NaN
MIN,AL,1969,790,618,97,0.34,0.41,0.27,1,3.00,3.00,162,NaN,NaN
MON,NL,1969,582,791,52,0.31,0.36,0.24,0,NaN,NaN,162,NaN,NaN
NYM,NL,1969,632,541,100,0.31,0.35,0.24,1,2.00,1.00,162,NaN,NaN
NYY,AL,1969,562,587,80,0.31,0.34,0.23,0,NaN,NaN,162,NaN,NaN
OAK,AL,1969,740,678,88,0.33,0.38,0.25,0,NaN,NaN,162,NaN,NaN
PHI,NL,1969,645,745,63,0.31,0.37,0.24,0,NaN,NaN,162,NaN,NaN
PIT,NL,1969,725,652,88,0.33,0.40,0.28,0,NaN,NaN,162,NaN,NaN
SDP,NL,1969,468,746,52,0.28,0.33,0.23,0,NaN,NaN,162,NaN,NaN
SEP,AL,1969,639,799,64,0.32,0.35,0.23,0,NaN,NaN,163,NaN,NaN
SFG,NL,1969,713,636,90,0.33,0.36,0.24,0,NaN,NaN,162,NaN,NaN
STL,NL,1969,595,540,87,0.32,0.36,0.25,0,NaN,NaN,162,NaN,NaN
WSA,AL,1969,694,644,86,0.33,0.38,0.25,0,NaN,NaN,162,NaN,NaN
ATL,NL,1968,514,549,81,0.31,0.34,0.25,0,NaN,NaN,163,NaN,NaN
BAL,AL,1968,579,497,91,0.30,0.35,0.23,0,NaN,NaN,162,NaN,NaN
BOS,AL,1968,614,611,86,0.31,0.35,0.24,0,NaN,NaN,162,NaN,NaN
CAL,AL,1968,498,615,67,0.29,0.32,0.23,0,NaN,NaN,162,NaN,NaN
CHC,NL,1968,612,611,84,0.30,0.37,0.24,0,NaN,NaN,163,NaN,NaN
CHW,AL,1968,463,527,67,0.28,0.31,0.23,0,NaN,NaN,162,NaN,NaN
CIN,NL,1968,690,673,83,0.32,0.39,0.27,0,NaN,NaN,163,NaN,NaN
CLE,AL,1968,516,504,86,0.29,0.33,0.23,0,NaN,NaN,162,NaN,NaN
DET,AL,1968,671,492,103,0.31,0.39,0.23,1,1.00,1.00,164,NaN,NaN
HOU,NL,1968,510,588,72,0.30,0.32,0.23,0,NaN,NaN,162,NaN,NaN
LAD,NL,1968,470,509,76,0.29,0.32,0.23,0,NaN,NaN,162,NaN,NaN
MIN,AL,1968,562,546,79,0.30,0.35,0.24,0,NaN,NaN,162,NaN,NaN
NYM,NL,1968,473,499,73,0.28,0.32,0.23,0,NaN,NaN,163,NaN,NaN
NYY,AL,1968,536,531,83,0.29,0.32,0.21,0,NaN,NaN,164,NaN,NaN
OAK,AL,1968,569,544,82,0.30,0.34,0.24,0,NaN,NaN,163,NaN,NaN
PHI,NL,1968,543,615,76,0.29,0.33,0.23,0,NaN,NaN,162,NaN,NaN
PIT,NL,1968,583,532,80,0.31,0.34,0.25,0,NaN,NaN,163,NaN,NaN
SFG,NL,1968,599,529,88,0.31,0.34,0.24,0,NaN,NaN,163,NaN,NaN
STL,NL,1968,583,472,97,0.30,0.35,0.25,1,2.00,2.00,162,NaN,NaN
WSA,AL,1968,524,665,65,0.29,0.34,0.22,0,NaN,NaN,161,NaN,NaN
ATL,NL,1967,631,640,77,0.31,0.37,0.24,0,NaN,NaN,162,NaN,NaN
BAL,AL,1967,654,592,76,0.31,0.37,0.24,0,NaN,NaN,161,NaN,NaN
BOS,AL,1967,722,614,92,0.32,0.40,0.26,1,2.00,2.00,162,NaN,NaN
CAL,AL,1967,567,587,84,0.30,0.35,0.24,0,NaN,NaN,161,NaN,NaN
CHC,NL,1967,702,624,87,0.32,0.38,0.25,0,NaN,NaN,162,NaN,NaN
CHW,AL,1967,531,491,89,0.29,0.32,0.23,0,NaN,NaN,162,NaN,NaN
CIN,NL,1967,604,563,87,0.30,0.37,0.25,0,NaN,NaN,162,NaN,NaN
CLE,AL,1967,559,613,75,0.29,0.36,0.23,0,NaN,NaN,162,NaN,NaN
DET,AL,1967,683,587,91,0.33,0.38,0.24,0,NaN,NaN,163,NaN,NaN
HOU,NL,1967,626,742,69,0.32,0.36,0.25,0,NaN,NaN,162,NaN,NaN
KCA,AL,1967,533,660,62,0.30,0.33,0.23,0,NaN,NaN,161,NaN,NaN
LAD,NL,1967,519,595,73,0.30,0.33,0.24,0,NaN,NaN,162,NaN,NaN
MIN,AL,1967,671,590,91,0.31,0.37,0.24,0,NaN,NaN,164,NaN,NaN
NYM,NL,1967,498,672,61,0.29,0.33,0.24,0,NaN,NaN,162,NaN,NaN
NYY,AL,1967,522,621,72,0.30,0.32,0.23,0,NaN,NaN,163,NaN,NaN
PHI,NL,1967,612,581,82,0.31,0.36,0.24,0,NaN,NaN,162,NaN,NaN
PIT,NL,1967,679,693,81,0.32,0.38,0.28,0,NaN,NaN,163,NaN,NaN
SFG,NL,1967,652,551,91,0.31,0.37,0.24,0,NaN,NaN,162,NaN,NaN
STL,NL,1967,695,557,101,0.32,0.38,0.26,1,1.00,1.00,161,NaN,NaN
WSA,AL,1967,550,637,76,0.29,0.33,0.22,0,NaN,NaN,161,NaN,NaN
ATL,NL,1966,782,683,85,0.33,0.42,0.26,0,NaN,NaN,163,NaN,NaN
BAL,AL,1966,755,601,97,0.32,0.41,0.26,1,1.00,1.00,160,NaN,NaN
BOS,AL,1966,655,731,72,0.31,0.38,0.24,0,NaN,NaN,162,NaN,NaN
CAL,AL,1966,604,643,80,0.30,0.35,0.23,0,NaN,NaN,162,NaN,NaN
CHC,NL,1966,644,809,59,0.31,0.38,0.25,0,NaN,NaN,162,NaN,NaN
CHW,AL,1966,574,517,83,0.30,0.33,0.23,0,NaN,NaN,163,NaN,NaN
CIN,NL,1966,692,702,76,0.31,0.40,0.26,0,NaN,NaN,160,NaN,NaN
CLE,AL,1966,574,586,81,0.30,0.36,0.24,0,NaN,NaN,162,NaN,NaN
DET,AL,1966,719,698,88,0.32,0.41,0.25,0,NaN,NaN,162,NaN,NaN
HOU,NL,1966,612,695,72,0.32,0.36,0.26,0,NaN,NaN,163,NaN,NaN
KCA,AL,1966,564,648,74,0.29,0.34,0.24,0,NaN,NaN,160,NaN,NaN
LAD,NL,1966,606,490,95,0.31,0.36,0.26,1,2.00,2.00,162,NaN,NaN
MIN,AL,1966,663,581,89,0.32,0.38,0.25,0,NaN,NaN,162,NaN,NaN
NYM,NL,1966,587,761,66,0.30,0.34,0.24,0,NaN,NaN,161,NaN,NaN
NYY,AL,1966,611,612,70,0.30,0.37,0.23,0,NaN,NaN,160,NaN,NaN
PHI,NL,1966,696,640,87,0.32,0.38,0.26,0,NaN,NaN,162,NaN,NaN
PIT,NL,1966,759,641,92,0.33,0.43,0.28,0,NaN,NaN,162,NaN,NaN
SFG,NL,1966,675,626,93,0.30,0.39,0.25,0,NaN,NaN,161,NaN,NaN
STL,NL,1966,571,577,83,0.30,0.37,0.25,0,NaN,NaN,162,NaN,NaN
WSA,AL,1966,557,659,71,0.29,0.35,0.23,0,NaN,NaN,159,NaN,NaN
BAL,AL,1965,641,578,94,0.31,0.36,0.24,0,NaN,NaN,162,NaN,NaN
BOS,AL,1965,669,791,62,0.33,0.40,0.25,0,NaN,NaN,162,NaN,NaN
CAL,AL,1965,527,569,75,0.30,0.34,0.24,0,NaN,NaN,162,NaN,NaN
CHC,NL,1965,635,723,72,0.31,0.36,0.24,0,NaN,NaN,164,NaN,NaN
CHW,AL,1965,647,555,95,0.32,0.36,0.25,0,NaN,NaN,162,NaN,NaN
CIN,NL,1965,825,704,89,0.34,0.44,0.27,0,NaN,NaN,162,NaN,NaN
CLE,AL,1965,663,613,87,0.32,0.38,0.25,0,NaN,NaN,162,NaN,NaN
DET,AL,1965,680,602,89,0.31,0.37,0.24,0,NaN,NaN,162,NaN,NaN
HOU,NL,1965,569,711,65,0.30,0.34,0.24,0,NaN,NaN,162,NaN,NaN
KCA,AL,1965,585,755,59,0.31,0.36,0.24,0,NaN,NaN,162,NaN,NaN
